driverStandingsId,driverId,points,position,wins
10791,50,0.0,18,0
10790,63,2.0,14,0
10789,21,8.0,10,0
10788,65,7.0,11,0
10787,55,13.0,6,0
10786,35,30.0,2,3
10785,64,0.0,19,0
10784,15,0.0,20,0
10783,49,13.0,5,1
10782,75,1.0,16,0
10781,78,1.0,15,0
10780,44,15.0,3,0
10779,77,10.0,8,0
10778,57,10.0,9,0
10777,30,37.0,1,2
10776,14,11.0,7,1
10821,81,0.0,23,0
10820,22,6.0,12,0
10819,76,0.0,17,0
10818,23,5.0,13,0
10817,79,0.0,22,0
10816,71,0.0,21,0
10815,56,18.0,4,0
10814,50,0.0,18,0
10813,63,2.0,14,0
10812,21,8.0,10,0
10811,65,7.0,11,0
10810,55,15.0,6,0
10809,35,33.0,2,3
10808,64,0.0,19,0
10807,15,0.0,20,0
10806,49,19.0,3,1
10805,75,1.0,16,0
10804,78,1.0,15,0
10803,44,15.0,5,0
10802,77,10.0,8,0
10801,57,10.0,9,0
10800,30,47.0,1,3
10799,14,11.0,7,1
10847,58,0.0,26,0
10846,82,0.0,23,0
10845,25,4.0,14,0
10844,81,0.0,25,0
10843,22,6.0,13,0
10842,76,0.0,19,0
10841,23,7.0,11,0
10840,79,0.0,24,0
10839,71,1.0,18,0
10838,56,18.0,5,0
10837,50,0.0,21,0
10836,63,2.0,15,0
10835,21,8.0,10,0
10834,65,7.0,12,0
10833,55,21.0,3,0
10832,35,43.0,2,4
10831,64,0.0,22,0
10830,15,0.0,20,0
10829,49,19.0,4,1
10828,75,1.0,16,0
10827,78,1.0,17,0
10826,44,15.0,6,0
10825,77,10.0,8,0
10824,57,10.0,9,0
10823,30,47.0,1,3
10822,14,14.0,7,1
10873,58,0.0,26,0
10872,82,0.0,23,0
10871,25,4.0,14,0
10870,81,0.0,25,0
10869,22,6.0,13,0
10868,76,0.0,20,0
10867,23,9.0,10,0
10866,79,0.0,24,0
10865,71,1.0,19,0
10864,56,18.0,6,0
10863,50,0.0,21,0
10862,63,2.0,16,0
10861,21,8.0,11,0
10860,65,7.0,12,0
10859,55,22.0,3,0
10858,35,43.0,2,4
10857,64,0.0,22,0
10856,15,3.0,15,0
10855,49,19.0,5,1
10854,75,1.0,17,0
10853,78,1.0,18,0
10852,44,15.0,7,0
10851,77,20.0,4,1
10850,57,14.0,9,0
10849,30,53.0,1,3
10848,14,14.0,8,1
10899,58,0.0,25,0
10898,82,0.0,23,0
10897,25,4.0,15,0
10896,81,0.0,26,0
10895,22,6.0,14,0
10894,76,0.0,20,0
10893,23,11.0,11,0
10892,79,0.0,24,0
10891,71,7.0,13,0
10890,56,18.0,6,0
10889,50,0.0,21,0
10888,63,2.0,17,0
10887,21,8.0,12,0
10886,65,11.0,10,0
10885,55,22.0,3,0
10884,35,53.0,2,5
10883,64,0.0,22,0
10882,15,3.0,16,0
10881,49,19.0,5,1
10880,75,2.0,18,0
10879,78,1.0,19,0
10878,44,15.0,7,0
10877,77,20.0,4,1
10876,57,14.0,9,0
10875,30,56.0,1,3
10874,14,14.0,8,1
10925,58,0.0,26,0
10924,82,0.0,23,0
10923,25,4.0,15,0
10922,81,0.0,24,0
10921,22,6.0,14,0
10920,76,0.0,21,0
10919,23,11.0,12,0
10918,79,0.0,25,0
10917,71,7.0,13,0
10916,56,18.0,6,0
10915,50,0.0,22,0
10914,63,2.0,17,0
10913,21,14.0,9,0
10912,65,14.0,11,0
10911,55,22.0,4,0
10910,35,55.0,2,5
10909,64,0.0,20,0
10908,15,3.0,16,0
10907,49,23.0,3,1
10906,75,2.0,18,0
10905,78,1.0,19,0
10904,44,15.0,7,0
10903,77,21.0,5,1
10902,57,14.0,10,0
10901,30,66.0,1,4
10900,14,14.0,8,1
10951,58,0.0,26,0
10950,82,0.0,23,0
10949,25,4.0,15,0
10948,81,0.0,24,0
10947,22,6.0,14,0
10946,76,0.0,21,0
10945,23,11.0,12,0
10944,79,0.0,25,0
10943,71,7.0,13,0
10942,56,18.0,7,0
10941,50,0.0,22,0
10940,63,2.0,17,0
10939,21,17.0,8,0
10938,65,14.0,11,0
10937,55,28.0,3,0
10936,35,57.0,2,5
10935,64,0.0,20,0
10934,15,3.0,16,0
10933,49,27.0,4,1
10932,75,2.0,18,0
10931,78,1.0,19,0
10930,44,15.0,9,0
10929,77,21.0,6,1
10928,57,14.0,10,0
10927,30,67.0,1,4
10926,14,24.0,5,2
10977,58,0.0,26,0
10976,82,0.0,24,0
10975,25,4.0,15,0
10974,81,0.0,23,0
10973,22,6.0,14,0
10972,76,0.0,21,0
10971,23,13.0,12,0
10970,79,0.0,25,0
10969,71,7.0,13,0
10968,56,18.0,8,0
10967,50,0.0,22,0
10966,63,2.0,17,0
10965,21,20.0,7,0
10964,65,14.0,11,0
10963,55,28.0,5,0
10962,35,67.0,2,6
10961,64,0.0,20,0
10960,15,3.0,16,0
10959,49,31.0,3,1
10958,75,2.0,18,0
10957,78,1.0,19,0
10956,44,15.0,9,0
10955,77,21.0,6,1
10954,57,14.0,10,0
10953,30,68.0,1,4
10952,14,30.0,4,2
11003,58,0.0,26,0
11002,82,0.0,24,0
11001,25,4.0,15,0
11000,81,0.0,23,0
10999,22,6.0,14,0
10998,76,0.0,21,0
10997,23,13.0,12,0
10996,79,0.0,25,0
10995,71,7.0,13,0
10994,56,18.0,8,0
10993,50,0.0,22,0
10992,63,2.0,18,0
10991,21,20.0,7,0
10990,65,14.0,11,0
10989,55,34.0,4,0
10988,35,77.0,1,7
10987,64,2.0,17,0
10986,15,3.0,16,0
10985,49,35.0,3,1
10984,75,2.0,19,0
10983,78,1.0,20,0
10982,44,16.0,9,0
10981,77,24.0,6,1
10980,57,14.0,10,0
10979,30,68.0,2,4
10978,14,30.0,5,2
11029,58,0.0,26,0
11028,82,0.0,24,0
11027,25,4.0,15,0
11026,81,0.0,23,0
11025,22,6.0,14,0
11024,76,0.0,21,0
11023,23,13.0,12,0
11022,79,0.0,25,0
11021,71,7.0,13,0
11020,56,22.0,7,0
11019,50,0.0,22,0
11018,63,2.0,18,0
11017,21,20.0,8,0
11016,65,15.0,11,0
11015,55,36.0,4,0
11014,35,77.0,2,7
11013,64,2.0,17,0
11012,15,3.0,16,0
11011,49,41.0,3,1
11010,75,2.0,19,0
11009,78,1.0,20,0
11008,44,16.0,10,0
11007,77,24.0,6,1
11006,57,17.0,9,0
11005,30,78.0,1,5
11004,14,30.0,5,2
11055,58,0.0,25,0
11054,82,0.0,23,0
11053,25,4.0,14,0
11052,81,0.0,22,0
11051,22,6.0,13,0
11050,76,0.0,20,0
11049,23,13.0,11,0
11048,79,0.0,24,0
11047,71,7.0,12,0
11046,56,24.0,7,0
11045,50,0.0,21,0
11044,63,2.0,17,0
11043,21,20.0,8,0
11042,65,15.0,10,0
11041,55,36.0,4,0
11040,35,81.0,1,7
11039,64,2.0,16,0
11038,15,3.0,15,0
11037,49,42.0,2,1
11036,75,2.0,18,0
11035,78,1.0,19,0
11034,44,16.0,9,0
11033,77,27.0,5,1
11032,57,27.0,6,1
11031,30,78.0,26,5
11030,14,36.0,3,2
5042,71,10.0,1,1
5043,35,6.0,2,0
5044,56,4.0,3,0
5045,77,3.0,4,0
5046,57,2.0,5,0
5047,63,1.0,6,0
5048,44,0.0,7,0
5049,49,0.0,8,0
5050,73,0.0,9,0
5051,64,0.0,10,0
5052,79,0.0,11,0
5053,71,20.0,1,2
5054,35,6.0,3,0
5055,56,4.0,5,0
5056,77,3.0,7,0
5057,57,5.0,4,0
5058,63,3.0,8,0
5059,44,1.0,9,0
5060,49,0.0,11,0
5061,73,0.0,13,0
5062,64,0.0,10,0
5063,79,0.0,12,0
5064,55,6.0,2,0
5065,30,4.0,6,0
5066,83,0.0,14,0
5067,69,0.0,15,0
5068,84,0.0,16,0
5069,71,30.0,1,3
5070,35,12.0,2,0
5071,56,6.0,4,0
5072,77,3.0,8,0
5073,57,5.0,5,0
5074,63,3.0,9,0
5075,44,1.0,10,0
5076,49,0.0,14,0
5077,73,0.0,17,0
5078,64,0.0,13,0
5079,79,0.0,15,0
5080,55,10.0,3,0
5081,30,4.0,6,0
5082,83,0.0,18,0
5083,69,0.0,20,0
5084,84,0.0,21,0
5085,22,3.0,7,0
5086,50,1.0,11,0
5087,14,0.0,12,0
5088,65,0.0,16,0
5089,85,0.0,19,0
5090,71,33.0,1,3
5091,35,22.0,2,1
5092,56,6.0,5,0
5093,77,3.0,9,0
5094,57,5.0,6,0
5095,63,3.0,10,0
5096,44,1.0,11,0
5097,49,0.0,16,0
5098,73,0.0,18,0
5099,64,0.0,15,0
5100,79,0.0,17,0
5101,55,10.0,3,0
5102,30,10.0,4,0
5103,83,0.0,19,0
5104,69,0.0,21,0
5105,84,1.0,12,0
5106,22,5.0,7,0
5107,50,1.0,13,0
5108,14,4.0,8,0
5109,65,0.0,14,0
5110,85,0.0,20,0
5111,21,0.0,22,0
5112,71,43.0,1,4
5113,35,22.0,2,1
5114,56,9.0,5,0
5115,77,7.0,6,0
5116,57,5.0,8,0
5117,63,3.0,10,0
5118,44,1.0,11,0
5119,49,0.0,16,0
5120,73,0.0,19,0
5121,64,0.0,14,0
5122,79,0.0,18,0
5123,55,11.0,4,0
5124,30,16.0,3,0
5125,83,0.0,17,0
5126,69,0.0,20,0
5127,84,1.0,12,0
5128,22,7.0,7,0
5129,50,1.0,13,0
5130,14,4.0,9,0
5131,65,0.0,15,0
5132,85,0.0,21,0
5133,21,0.0,22,0
5134,71,43.0,1,4
5135,35,22.0,2,1
5136,56,9.0,7,0
5137,77,7.0,8,0
5138,57,6.0,10,0
5139,63,5.0,11,0
5140,44,11.0,4,1
5141,49,3.0,13,0
5142,73,0.0,19,0
5143,64,0.0,16,0
5144,79,0.0,18,0
5145,55,11.0,5,0
5146,30,16.0,3,0
5147,83,0.0,17,0
5148,69,0.0,20,0
5149,84,1.0,14,0
5150,22,7.0,9,0
5151,50,1.0,15,0
5152,14,10.0,6,0
5153,65,4.0,12,0
5154,85,0.0,21,0
5155,21,0.0,22,0
5156,71,43.0,1,4
5157,35,26.0,2,1
5158,56,9.0,7,0
5159,77,7.0,9,0
5160,57,8.0,8,0
5161,63,5.0,12,0
5162,44,11.0,5,1
5163,49,6.0,11,0
5164,73,0.0,19,0
5165,64,1.0,14,0
5166,79,0.0,18,0
5167,55,17.0,4,0
5168,30,26.0,3,1
5169,83,0.0,17,0
5170,69,0.0,20,0
5171,84,1.0,15,0
5172,22,7.0,10,0
5173,50,1.0,16,0
5174,14,10.0,6,0
5175,65,4.0,13,0
5176,85,0.0,21,0
5177,21,0.0,22,0
5178,71,53.0,1,5
5179,35,32.0,2,1
5180,56,9.0,8,0
5181,77,7.0,9,0
5182,57,10.0,7,0
5183,63,5.0,12,0
5184,44,11.0,6,1
5185,49,6.0,11,0
5186,73,0.0,20,0
5187,64,1.0,15,0
5188,79,0.0,19,0
5189,55,21.0,4,0
5190,30,26.0,3,1
5191,83,0.0,18,0
5192,69,0.0,21,0
5193,84,2.0,14,0
5194,22,7.0,10,0
5195,50,1.0,16,0
5196,14,13.0,5,0
5197,65,4.0,13,0
5198,85,0.0,22,0
5199,21,0.0,17,0
5200,71,63.0,1,6
5201,35,38.0,2,1
5202,56,9.0,9,0
5203,77,10.0,8,0
5204,57,12.0,6,0
5205,63,5.0,12,0
5206,44,11.0,7,1
5207,49,6.0,11,0
5208,73,0.0,19,0
5209,64,1.0,15,0
5210,79,0.0,20,0
5211,55,25.0,4,0
5212,30,26.0,3,1
5213,83,0.0,18,0
5214,69,0.0,21,0
5215,84,2.0,14,0
5216,22,7.0,10,0
5217,50,1.0,16,0
5218,14,14.0,5,0
5219,65,4.0,13,0
5220,85,0.0,22,0
5221,21,0.0,17,0
5222,71,63.0,1,6
5223,35,48.0,2,2
5224,56,9.0,10,0
5225,77,16.0,5,0
5226,57,16.0,7,0
5227,63,5.0,12,0
5228,44,11.0,8,1
5229,49,6.0,11,0
5230,73,0.0,19,0
5231,64,1.0,15,0
5232,79,0.0,20,0
5233,55,25.0,4,0
5234,30,26.0,3,1
5235,83,0.0,18,0
5236,69,0.0,21,0
5237,84,3.0,14,0
5238,22,10.0,9,0
5239,50,1.0,16,0
5240,14,16.0,6,0
5241,65,4.0,13,0
5242,85,0.0,22,0
5243,21,0.0,17,0
5244,71,73.0,1,7
5245,35,52.0,2,2
5246,56,9.0,10,0
5247,77,16.0,6,0
5248,57,16.0,7,0
5249,63,5.0,12,0
5250,44,11.0,8,1
5251,49,6.0,11,0
5252,73,0.0,19,0
5253,64,1.0,15,0
5254,79,0.0,20,0
5255,55,31.0,3,0
5256,30,29.0,4,1
5257,83,0.0,18,0
5258,69,0.0,21,0
5259,84,3.0,14,0
5260,22,11.0,9,0
5261,50,1.0,16,0
5262,14,18.0,5,0
5263,65,4.0,13,0
5264,85,0.0,22,0
5265,21,0.0,17,0
5266,71,79.0,1,7
5267,35,62.0,2,3
5268,56,9.0,10,0
5269,77,16.0,7,0
5270,57,19.0,5,0
5271,63,5.0,12,0
5272,44,13.0,8,1
5273,49,6.0,11,0
5274,73,0.0,18,0
5275,64,1.0,15,0
5276,79,0.0,17,0
5277,55,35.0,3,0
5278,30,29.0,4,1
5279,83,0.0,20,0
5280,69,0.0,21,0
5281,84,3.0,14,0
5282,22,12.0,9,0
5283,50,1.0,16,0
5284,14,18.0,6,0
5285,65,4.0,13,0
5286,85,0.0,23,0
5287,21,0.0,19,0
5288,86,0.0,22,0
5289,71,81.0,1,7
5290,35,68.0,2,3
5291,56,9.0,10,0
5292,77,17.0,7,0
5293,57,23.0,5,0
5294,63,5.0,12,0
5295,44,13.0,8,1
5296,49,6.0,11,0
5297,73,0.0,18,0
5298,64,1.0,15,0
5299,79,0.0,17,0
5300,55,38.0,4,0
5301,30,39.0,3,2
5302,83,0.0,20,0
5303,69,0.0,21,0
5304,84,3.0,14,0
5305,22,12.0,9,0
5306,50,1.0,16,0
5307,14,18.0,6,0
5308,65,4.0,13,0
5309,85,0.0,23,0
5310,21,0.0,19,0
5311,86,0.0,22,0
5312,71,81.0,1,7
5313,35,68.0,2,3
5314,56,9.0,10,0
5315,77,17.0,7,0
5316,57,27.0,5,0
5317,63,5.0,13,0
5318,44,13.0,9,1
5319,49,6.0,11,0
5320,73,0.0,18,0
5321,64,2.0,15,0
5322,79,0.0,17,0
5323,55,44.0,4,0
5324,30,49.0,3,3
5325,83,0.0,20,0
5326,69,0.0,21,0
5327,84,6.0,12,0
5328,22,14.0,8,0
5329,50,1.0,16,0
5330,14,18.0,6,0
5331,65,4.0,14,0
5332,85,0.0,23,0
5333,21,0.0,19,0
5334,86,0.0,22,0
5335,71,87.0,1,7
5336,35,78.0,2,4
5337,56,11.0,10,0
5338,77,18.0,6,0
5339,57,27.0,5,0
5340,63,5.0,13,0
5341,44,13.0,9,1
5342,49,6.0,11,0
5343,73,0.0,18,0
5344,64,2.0,15,0
5345,79,0.0,17,0
5346,55,47.0,4,0
5347,30,53.0,3,3
5348,83,0.0,20,0
5349,69,0.0,21,0
5350,84,6.0,12,0
5351,22,14.0,8,0
5352,50,1.0,16,0
5353,14,18.0,7,0
5354,65,4.0,14,0
5355,85,0.0,23,0
5356,21,0.0,19,0
5357,86,0.0,22,0
5358,71,97.0,1,8
5359,35,78.0,2,4
5360,56,11.0,10,0
5361,77,21.0,6,0
5362,57,31.0,5,0
5363,63,5.0,13,0
5364,44,13.0,9,1
5365,49,7.0,12,0
5366,73,0.0,18,0
5367,64,2.0,15,0
5368,79,0.0,17,0
5369,55,47.0,4,0
5370,30,59.0,3,3
5371,83,0.0,20,0
5372,69,0.0,21,0
5373,84,8.0,11,0
5374,22,14.0,8,0
5375,50,1.0,16,0
5376,14,18.0,7,0
5377,65,4.0,14,0
5378,85,0.0,23,0
5379,21,0.0,19,0
5380,86,0.0,22,0
10201,64,0.0,10,0
10200,85,0.0,9,0
10199,88,0.0,8,0
10198,63,0.0,7,0
10197,87,1.0,6,0
10196,55,2.0,5,0
10195,57,3.0,4,0
10194,77,4.0,3,0
10193,14,6.0,2,0
10192,30,10.0,1,1
10217,93,0.0,15,0
10216,79,0.0,12,0
10215,44,0.0,10,0
10214,49,2.0,8,0
10213,65,3.0,7,0
10212,71,10.0,2,1
10211,64,0.0,16,0
10210,85,0.0,14,0
10209,88,0.0,13,0
10208,63,0.0,11,0
10207,87,1.0,9,0
10206,55,8.0,3,0
10205,57,3.0,6,0
10204,77,5.0,5,0
10203,14,6.0,4,0
10202,30,14.0,1,1
10238,69,0.0,21,0
10237,81,0.0,20,0
10236,94,0.0,19,0
10235,95,0.0,18,0
10234,56,0.0,13,0
10233,93,0.0,16,0
10232,79,0.0,14,0
10231,44,0.0,10,0
10230,49,3.0,8,0
10229,65,3.0,7,0
10228,71,20.0,1,2
10227,64,0.0,17,0
10226,85,0.0,15,0
10225,88,0.0,12,0
10224,63,0.0,11,0
10223,87,1.0,9,0
10222,55,14.0,3,0
10221,57,5.0,6,0
10220,77,9.0,5,0
10219,14,9.0,4,0
10218,30,14.0,2,1
10263,91,0.0,24,0
10262,50,0.0,23,0
10261,84,0.0,17,0
10260,22,0.0,13,0
10259,69,0.0,25,0
10258,81,0.0,21,0
10257,94,0.0,22,0
10256,95,0.0,20,0
10255,56,2.0,9,0
10254,93,0.0,16,0
10253,79,0.0,15,0
10252,44,1.0,10,0
10251,49,3.0,8,0
10250,65,9.0,5,0
10249,71,23.0,2,2
10248,64,0.0,19,0
10247,85,0.0,18,0
10246,88,0.0,14,0
10245,63,0.0,12,0
10244,87,1.0,11,0
10243,55,14.0,3,0
10242,57,5.0,7,0
10241,77,13.0,4,0
10240,14,9.0,6,0
10239,30,24.0,1,2
10289,96,0.0,16,0
10288,91,0.0,25,0
10287,50,0.0,24,0
10286,84,0.0,20,0
10285,22,0.0,14,0
10284,69,0.0,26,0
10283,81,0.0,18,0
10282,94,0.0,13,0
10281,95,0.0,23,0
10280,56,2.0,10,0
10279,93,0.0,19,0
10278,79,0.0,17,0
10277,44,1.0,11,0
10276,49,4.0,8,0
10275,65,12.0,5,0
10274,71,29.0,2,2
10273,64,0.0,22,0
10272,85,0.0,21,0
10271,88,0.0,15,0
10270,63,0.0,12,0
10269,87,3.0,9,0
10268,55,14.0,4,0
10267,57,5.0,7,0
10266,77,17.0,3,0
10265,14,9.0,6,0
10264,30,34.0,1,3
10316,89,0.0,22,0
10315,96,0.0,18,0
10314,91,0.0,27,0
10313,50,0.0,26,0
10312,84,0.0,20,0
10311,22,6.0,7,0
10310,69,0.0,17,0
10309,81,1.0,13,0
10308,94,0.0,15,0
10307,95,0.0,25,0
10306,56,6.0,8,0
10305,93,0.0,21,0
10304,79,0.0,19,0
10303,44,4.0,10,0
10302,49,4.0,11,0
10301,65,12.0,5,0
10300,71,29.0,2,2
10299,64,0.0,24,0
10298,85,0.0,23,0
10297,88,0.0,16,0
10296,63,0.0,14,0
10295,87,3.0,12,0
10294,55,24.0,3,1
10293,57,5.0,9,0
10292,77,17.0,4,0
10291,14,9.0,6,0
10290,30,36.0,1,3
10344,90,0.0,28,0
10343,89,0.0,22,0
10342,96,0.0,19,0
10341,91,0.0,27,0
10340,50,0.0,26,0
10339,84,3.0,12,0
10338,22,7.0,7,0
10337,69,0.0,18,0
10336,81,1.0,14,0
10335,94,0.0,16,0
10334,95,0.0,25,0
10333,56,6.0,8,0
10332,93,0.0,21,0
10331,79,0.0,20,0
10330,44,4.0,10,0
10329,49,4.0,11,0
10328,65,12.0,6,0
10327,71,35.0,2,2
10326,64,0.0,24,0
10325,85,0.0,23,0
10324,88,0.0,17,0
10323,63,0.0,15,0
10322,87,3.0,13,0
10321,55,26.0,3,1
10320,57,5.0,9,0
10319,77,17.0,4,0
10318,14,13.0,5,0
10317,30,46.0,1,4
10373,92,0.0,26,0
10372,90,0.0,29,0
10371,89,0.0,22,0
10370,96,0.0,17,0
10369,91,0.0,28,0
10368,50,0.0,27,0
10367,84,3.0,13,0
10366,22,7.0,7,0
10365,69,0.0,18,0
10364,81,1.0,14,0
10363,94,0.0,16,0
10362,95,0.0,25,0
10361,56,6.0,9,0
10360,93,0.0,21,0
10359,79,0.0,20,0
10358,44,7.0,8,0
10357,49,5.0,12,0
10356,65,22.0,4,1
10355,71,35.0,2,2
10354,64,0.0,24,0
10353,85,0.0,23,0
10352,88,0.0,19,0
10351,63,0.0,15,0
10350,87,5.0,11,0
10349,55,32.0,3,1
10348,57,5.0,10,0
10347,77,17.0,6,0
10346,14,17.0,5,0
10345,30,46.0,1,4
10402,92,0.0,26,0
10401,90,0.0,29,0
10400,89,0.0,23,0
10399,96,2.0,14,0
10398,91,0.0,28,0
10397,50,0.0,27,0
10396,84,3.0,13,0
10395,22,7.0,7,0
10394,69,0.0,21,0
10393,81,1.0,16,0
10392,94,0.0,18,0
10391,95,0.0,25,0
10390,56,6.0,9,0
10389,93,0.0,22,0
10388,79,0.0,19,0
10387,44,7.0,8,0
10386,49,5.0,12,0
10385,65,25.0,4,1
10384,71,35.0,2,2
10383,64,0.0,24,0
10382,85,0.0,20,0
10381,88,1.0,15,0
10380,63,0.0,17,0
10379,87,5.0,11,0
10378,55,32.0,3,1
10377,57,5.0,10,0
10376,77,21.0,6,0
10375,14,23.0,5,0
10374,30,56.0,1,5
10432,83,0.0,24,0
10431,92,0.0,27,0
10430,90,0.0,30,0
10429,89,0.0,23,0
10428,96,2.0,14,0
10427,91,0.0,29,0
10426,50,0.0,28,0
10425,84,3.0,13,0
10424,22,7.0,8,0
10423,69,0.0,20,0
10422,81,1.0,16,0
10421,94,0.0,18,0
10420,95,0.0,26,0
10419,56,6.0,10,0
10418,93,0.0,22,0
10417,79,0.0,19,0
10416,44,8.0,7,0
10415,49,7.0,9,0
10414,65,28.0,5,1
10413,71,45.0,2,3
10412,64,0.0,25,0
10411,85,0.0,21,0
10410,88,1.0,15,0
10409,63,0.0,17,0
10408,87,5.0,12,0
10407,55,32.0,3,1
10406,57,5.0,11,0
10405,77,25.0,6,0
10404,14,29.0,4,0
10403,30,56.0,1,5
10462,83,0.0,22,0
10461,92,0.0,27,0
10460,90,0.0,30,0
10459,89,0.0,23,0
10458,96,2.0,14,0
10457,91,0.0,29,0
10456,50,0.0,28,0
10455,84,7.0,10,0
10454,22,8.0,8,0
10453,69,0.0,20,0
10452,81,1.0,16,0
10451,94,0.0,18,0
10450,95,0.0,26,0
10449,56,6.0,12,0
10448,93,0.0,24,0
10447,79,0.0,19,0
10446,44,8.0,9,0
10445,49,10.0,7,0
10444,65,28.0,5,1
10443,71,51.0,2,3
10442,64,0.0,25,0
10441,85,0.0,21,0
10440,88,1.0,15,0
10439,63,0.0,17,0
10438,87,7.0,11,0
10437,55,32.0,3,1
10436,57,5.0,13,0
10435,77,25.0,6,0
10434,14,29.0,4,0
10433,30,66.0,1,6
10493,97,0.0,20,0
10492,83,0.0,25,0
10491,92,0.0,28,0
10490,90,0.0,31,0
10489,89,0.0,22,0
10488,96,3.0,14,0
10487,91,0.0,30,0
10486,50,0.0,29,0
10485,84,7.0,12,0
10484,22,8.0,10,0
10483,69,0.0,21,0
10482,81,1.0,17,0
10481,94,0.0,18,0
10480,95,0.0,27,0
10479,56,6.0,13,0
10478,93,0.0,26,0
10477,79,0.0,19,0
10476,44,8.0,11,0
10475,49,14.0,7,0
10474,65,38.0,3,2
10473,71,51.0,2,3
10472,64,0.0,24,0
10471,85,0.0,23,0
10470,88,1.0,16,0
10469,63,2.0,15,0
10468,87,10.0,9,0
10467,55,32.0,4,1
10466,57,11.0,8,0
10465,77,25.0,6,0
10464,14,29.0,5,0
10463,30,66.0,1,6
10524,97,0.0,20,0
10523,83,0.0,25,0
10522,92,0.0,28,0
10521,90,0.0,31,0
10520,89,0.0,22,0
10519,96,3.0,14,0
10518,91,0.0,30,0
10517,50,0.0,29,0
10516,84,7.0,12,0
10515,22,8.0,10,0
10514,69,0.0,21,0
10513,81,1.0,17,0
10512,94,0.0,18,0
10511,95,0.0,27,0
10510,56,6.0,13,0
10509,93,0.0,26,0
10508,79,0.0,19,0
10507,44,8.0,11,0
10506,49,15.0,7,0
10505,65,38.0,4,2
10504,71,55.0,2,3
10503,64,0.0,24,0
10502,85,0.0,23,0
10501,88,1.0,16,0
10500,63,2.0,15,0
10499,87,10.0,9,0
10498,55,34.0,5,1
10497,57,11.0,8,0
10496,77,28.0,6,0
10495,14,39.0,3,1
10494,30,72.0,1,6
10557,98,0.0,33,0
10556,99,0.0,32,0
10555,97,0.0,20,0
10554,83,0.0,24,0
10553,92,0.0,28,0
10552,90,0.0,31,0
10551,89,0.0,22,0
10550,96,3.0,14,0
10549,91,0.0,30,0
10548,50,0.0,29,0
10547,84,7.0,12,0
10546,22,11.0,9,0
10545,69,0.0,21,0
10544,81,1.0,17,0
10543,94,0.0,18,0
10542,95,0.0,27,0
10541,56,7.0,13,0
10540,93,0.0,26,0
10539,79,0.0,19,0
10538,44,8.0,11,0
10537,49,15.0,7,0
10536,65,40.0,4,2
10535,71,55.0,2,3
10534,64,0.0,25,0
10533,85,0.0,23,0
10532,88,1.0,16,0
10531,63,2.0,15,0
10530,87,10.0,10,0
10529,55,40.0,5,1
10528,57,11.0,8,0
10527,77,28.0,6,0
10526,14,43.0,3,1
10525,30,82.0,1,7
10591,76,0.0,27,0
10590,98,0.0,34,0
10589,99,0.0,33,0
10588,97,0.0,20,0
10587,83,0.0,24,0
10586,92,0.0,29,0
10585,90,0.0,32,0
10584,89,0.0,22,0
10583,96,3.0,14,0
10582,91,0.0,31,0
10581,50,0.0,30,0
10580,84,7.0,12,0
10579,22,11.0,9,0
10578,69,0.0,21,0
10577,81,1.0,17,0
10576,94,0.0,18,0
10575,95,0.0,28,0
10574,56,7.0,13,0
10573,93,0.0,26,0
10572,79,0.0,19,0
10571,44,8.0,11,0
10570,49,15.0,7,0
10569,65,41.0,5,2
10568,71,59.0,2,3
10567,64,0.0,25,0
10566,85,0.0,23,0
10565,88,1.0,16,0
10564,63,2.0,15,0
10563,87,10.0,10,0
10562,55,42.0,4,1
10561,57,11.0,8,0
10560,77,31.0,6,0
10559,14,49.0,3,1
10558,30,92.0,1,8
10625,76,0.0,28,0
10624,98,0.0,34,0
10623,99,0.0,33,0
10622,97,0.0,20,0
10621,83,0.0,24,0
10620,92,0.0,30,0
10619,90,0.0,32,0
10618,89,0.0,22,0
10617,96,3.0,15,0
10616,91,0.0,27,0
10615,50,0.0,31,0
10614,84,7.0,13,0
10613,22,11.0,9,0
10612,69,0.0,21,0
10611,81,1.0,17,0
10610,94,0.0,18,0
10609,95,0.0,29,0
10608,56,10.0,10,0
10607,93,0.0,26,0
10606,79,0.0,19,0
10605,44,10.0,11,0
10604,49,15.0,8,0
10603,65,45.0,4,2
10602,71,59.0,2,3
10601,64,0.0,25,0
10600,85,0.0,23,0
10599,88,1.0,16,0
10598,63,3.0,14,0
10597,87,10.0,12,0
10596,55,42.0,5,1
10595,57,17.0,7,0
10594,77,31.0,6,0
10593,14,49.0,3,1
10592,30,102.0,1,9
10659,76,0.0,29,0
10658,98,0.0,34,0
10657,99,0.0,33,0
10656,97,0.0,22,0
10655,83,1.0,18,0
10654,92,0.0,26,0
10653,90,0.0,32,0
10652,89,0.0,24,0
10651,96,3.0,16,0
10650,91,0.0,28,0
10649,50,0.0,31,0
10648,84,7.0,13,0
10647,22,11.0,11,0
10646,69,0.0,23,0
10645,81,5.0,14,0
10644,94,0.0,19,0
10643,95,0.0,30,0
10642,56,10.0,12,0
10641,93,0.0,27,0
10640,79,0.0,20,0
10639,44,16.0,8,0
10638,49,15.0,9,0
10637,65,45.0,4,2
10636,71,69.0,2,4
10635,64,0.0,21,0
10634,85,0.0,25,0
10633,88,1.0,17,0
10632,63,5.0,15,0
10631,87,13.0,10,0
